record_id;redcap_survey_identifier;introduction_utilisation_des_technologies_interact_timestamp;consent;socio_age;socio_exp;socio_region;socio_milieu___1;socio_milieu___2;socio_milieu___3;socio_milieu___4;socio_milieu___5;socio_milieu___6;socio_milieu_o;socio_prg___1;socio_prg___2;socio_prg___3;socio_prg___4;socio_prg___5;socio_prg___6;socio_acces_it;socio_acces_it_o___1;socio_acces_it_o___2;socio_acces_it_o___3;socio_acces_it_o___4;socio_acces_it_o___5;socio_acces_it_o___6;socio_expo_it;or_profil;introduction_utilisation_des_technologies_interact_complete;profil_utilisateur_de_technologies_interactives_timestamp;rv_ou_ra_used;rv_ou_ra_mrq;rv_ou_ra_frz;rv_ou_ra_ctx;jva_used;jva_mrq;jva_frz;jva_ctx;appli_used;appli_mrq;appli_frz;appli_ctx;wearables_used;wearables_mrq;wearables_frz;wearables_ctx;robo_used;robo_mrq;robo_frz;robo_ctx;mrq_age1;mrq_age2;mrq_age3;mrq_age4;mrq_age5;mrq_used_q2_1___1;mrq_used_q2_1___2;mrq_used_q2_1___3;mrq_used_q2_1___4;mrq_used_q2_1___5;mrq_used_q2_2___1;mrq_used_q2_2___2;mrq_used_q2_2___3;mrq_used_q2_2___4;mrq_used_q2_2___5;mrq_used_q2_3___1;mrq_used_q2_3___2;mrq_used_q2_3___3;mrq_used_q2_3___4;mrq_used_q2_3___5;mrq_used_q2_4___1;mrq_used_q2_4___2;mrq_used_q2_4___3;mrq_used_q2_4___4;mrq_used_q2_4___5;mrq_used_q2_5___1;mrq_used_q2_5___2;mrq_used_q2_5___3;mrq_used_q2_5___4;mrq_used_q2_5___5;mrq_patho1;mrq_patho2;mrq_patho3;mrq_patho4;mrq_patho5;mrq_used_q3_1___1;mrq_used_q3_1___2;mrq_used_q3_1___3;mrq_used_q3_1___4;mrq_used_q3_1___5;mrq_used_q3_2___1;mrq_used_q3_2___2;mrq_used_q3_2___3;mrq_used_q3_2___4;mrq_used_q3_2___5;mrq_used_q3_3___1;mrq_used_q3_3___2;mrq_used_q3_3___3;mrq_used_q3_3___4;mrq_used_q3_3___5;mrq_used_q3_4___1;mrq_used_q3_4___2;mrq_used_q3_4___3;mrq_used_q3_4___4;mrq_used_q3_4___5;mrq_used_q3_5___1;mrq_used_q3_5___2;mrq_used_q3_5___3;mrq_used_q3_5___4;mrq_used_q3_5___5;mrq_path_o;mrq_iog1;mrq_iog2;mrq_iog3;mrq_iog4;mrq_iog5;mrq_used_q4_1;mrq_used_q4_2;mrq_used_q4_3;mrq_used_q4_4;mrq_used_q4_5;ti_iogp;ti_collab;ti_collab_q5_1;ti_collab_pro_q5_1___1;ti_collab_pro_q5_1___2;ti_collab_pro_q5_1___3;ti_collab_pro_q5_1___4;ti_collab_pro_q5_1___5;ti_collab_pro_q5_1___6;ti_collab_pro_q5_1___7;mrq_tps1;mrq_tps2;mrq_tps3;mrq_tps4;mrq_tps5;mrq_used_q6_1;mrq_used_q6_2;mrq_used_q6_3;mrq_used_q6_4;mrq_used_q6_5;mrq_used_q7_1;mrq_used_q7_2;mrq_used_q7_3;mrq_used_q7_4;mrq_used_q7_5;mrq_hab_1_1;mrq_hab_1_2;mrq_hab_1_3;mrq_hab_1_4;mrq_hab_1_5;mrq_hab_2_1;mrq_hab_2_2;mrq_hab_2_3;mrq_hab_2_4;mrq_hab_2_5;ti_vad;ti_vad_q8_1;ti_vad_mrq_q8_1___1;ti_vad_mrq_q8_1___2;ti_vad_mrq_q8_1___3;ti_vad_mrq_q8_1___4;ti_vad_mrq_q8_1___5;ti_accord_q9_1;ti_accord_q9_2;mrqs_used_q9_1___1;mrqs_used_q9_1___2;mrqs_used_q9_1___3;mrqs_used_q9_1___4;mrqs_used_q9_1___5;mrqs_used_q9_2___1;mrqs_used_q9_2___2;mrqs_used_q9_2___3;mrqs_used_q9_2___4;mrqs_used_q9_2___5;ti_po_k;ti_po_asp___1;ti_po_asp___2;ti_po_asp___3;ti_po_asp___4;ti_accord_q12_1;ti_accord_q12_2;mrqs_used_q12_1___1;mrqs_used_q12_1___2;mrqs_used_q12_1___3;mrqs_used_q12_1___4;mrqs_used_q12_1___5;mrqs_used_q12_2___1;mrqs_used_q12_2___2;mrqs_used_q12_2___3;mrqs_used_q12_2___4;mrqs_used_q12_2___5;ti_accord_q13_1;mrqs_used_q13_1___1;mrqs_used_q13_1___2;mrqs_used_q13_1___3;mrqs_used_q13_1___4;mrqs_used_q13_1___5;ti_gestion_pb___1;ti_gestion_pb___2;ti_gestion_pb___3;ti_gestion_pb___4;ti_gestion_pb___5;ti_gestion_pb___6;ti_gestion_pb___7;ti_gestion_pb___8;ti_gestion_pb___9;ti_gestion_pb___10;ti_gestion_pb_o;ti_accord_q15_1;mrq_used_q15_1___1;mrq_used_q15_1___2;mrq_used_q15_1___3;mrq_used_q15_1___4;mrq_used_q15_1___5;ti_preoccup_parents;ti_preoccup_parents_q16_1;ti_preoccup_oui_q16_1___1;ti_preoccup_oui_q16_1___2;ti_preoccup_oui_q16_1___3;ti_preoccup_oui_q16_1___4;ti_preoccup_oui_q16_1___5;ti_preoccup_oui_q16_1___6;ti_preoccup_oui_q16_1___7;ti_preoccup_parents_o;ti_satis_parents;ti_relations_parents;profil_utilisateur_de_technologies_interactives_complete;profil_nonutilisateur_de_technologies_interactives_timestamp;mrq_fam_1;mrq_fam_2;mrq_fam_3;mrq_fam_4;mrq_fam_5;nti_raisons_interet;nti_diff_1_1;nti_diff_1_2;nti_diff_1_3;nti_diff_1_4;nti_diff_1_5;nti_diff_1_6;nti_diff_o;nti_persp_presence;nti_impact_futur;nti_collab;nti_preocup_secu___1;nti_preocup_secu___2;nti_preocup_secu___3;nti_preocup_secu___4;nti_preocup_secu___5;nti_preocup_secu___6;nti_preocup_secu___7;nti_preocup_secu___8;nti_preocup_secu___9;nti_preocup_secu___10;nti_preocup_secu___11;nti_preocup_secu___12;nti_preocup_secu___13;nti_preocup_secu___14;profil_nonutilisateur_de_technologies_interactives_complete;synthse_et_rflexions_futures_pour_tous_timestamp;tt_accord_q1_1;tt_accord_q1_2;mrqs_used_q1_1___1;mrqs_used_q1_1___2;mrqs_used_q1_1___3;mrqs_used_q1_1___4;mrqs_used_q1_1___5;mrqs_used_q1_2___1;mrqs_used_q1_2___2;mrqs_used_q1_2___3;mrqs_used_q1_2___4;mrqs_used_q1_2___5;tt_k_forma;tt_besoin_secu___1;tt_besoin_secu___2;tt_besoin_secu___3;tt_besoin_secu___4;tt_besoin_secu___5;tt_besoin_secu___6;tt_besoin_secu___7;tt_besoin_secu___8;tt_persp_avantage___1;tt_persp_avantage___2;tt_persp_avantage___3;tt_persp_avantage___4;tt_persp_avantage___5;tt_persp_avantage___6;tt_persp_avantage___7;tt_persp_desavantage___1;tt_persp_desavantage___2;tt_persp_desavantage___3;tt_persp_desavantage___4;tt_persp_desavantage___5;tt_persp_desavantage___6;tt_persp_desavantage___7;tt_persp_desavantage___8;tt_persp_desavantage___9;carte_kdo;synthse_et_rflexions_futures_pour_tous_complete;cartescadeaux_timestamp;kdo_carte_coordo;futures_etudes;cartescadeaux_complete
66;;2025-01-16 19:49:51;1;3;5;16;0;0;1;0;0;0;;0;1;1;0;0;1;1;0;0;1;0;0;0;4;1;2;2025-01-16 19:57:25;2;;;;2;;;;1;Apple;3;2;2;;;;2;;;;2;1;3;;;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;3;;;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;1;;;;;3;;;;;Je ne fais pas de groupe actuellement dans mon contexte de pratique.;;1;0;1;0;0;0;0;0;1;;;;;3;;;;;3;;;;;8;;;;;8;;;;;;1;0;0;1;0;0;1;3;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;1;1;0;0;1;0;0;0;0;1;0;0;2;0;0;1;0;0;0;0;1;1;1;1;1;1;0;0;;3;0;0;1;0;0;;1;0;1;0;1;0;0;0;;2;3;2;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2025-01-16 19:59:27;2;2;0;0;0;0;0;0;0;0;0;0;2;0;1;1;0;0;1;0;1;1;0;1;0;0;0;0;0;0;0;1;1;0;1;1;0;1;2;2025-01-16 19:59:57;Julie Dumas  dumasjulie@yahoo.com;2;2
67;;2025-01-16 20:39:14;1;4;5;6;0;0;0;1;0;0;;0;0;1;0;0;0;2;0;0;0;0;0;0;3;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;;;0;0;0;0;0;0;0;;;;0;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0
68;;2025-01-16 21:10:11;1;1;2;3;0;0;1;0;0;0;;0;1;0;0;0;1;1;0;0;1;0;0;0;3;1;2;2025-01-16 21:17:58;2;;;;2;;;;1;Apple;3;2;2;;;;2;;;;2;3;;;;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;;;;;3;;;;;Je l'utilise en contexte individuel comme nous n'en avons pas assez pour les intégrer dans un groupe. ;;2;0;0;0;0;0;0;0;1;;;;;3;;;;;3;3;;;;9;14;;;;8;12;;;;;1;0;0;1;0;0;1;3;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;2;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;3;0;0;1;0;0;;1;0;1;0;0;1;0;0;;2;3;2;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2025-01-16 21:20:13;3;2;0;0;0;0;0;0;0;0;0;0;3;0;1;0;0;1;0;1;1;1;0;0;0;0;1;0;0;1;1;1;0;1;0;0;0;1;2;2025-01-16 21:20:43;Laurie Dufour, laurie_dufour@hotmail.com, 438-826-9462;2;2
69;;2025-01-16 22:33:00;1;2;4;6;0;0;1;1;0;0;;1;1;1;1;1;1;1;0;0;1;0;0;0;4;1;2;2025-01-16 22:49:06;2;;;;1;;;;1;"Inclusive technology; Judy Lynn; Smartbox; Tobii dynavox";1;3;2;;;;2;;;;2;3;3;4;;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;2;3;3;;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;N/A;1;2;;;;3;3;;;;Les deux possibilités dépendemment de la modalité choisie pour l'enfant. L'intervention en groupe peut optimiser l'engagement et la motivation de l'enfant ou du jeune. ;;1;1;1;0;1;0;0;0;4;;;;;3;;;;;3;3;3;3;;6;7;8;14;;8;8;14;12;;;1;0;0;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;2;1;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;;3;1;1;1;1;1;;2;0;0;0;0;0;0;0;;3;2;2;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2025-01-16 22:51:14;1;2;1;1;1;1;1;0;0;0;0;0;2;1;1;1;1;1;1;1;1;1;1;0;1;0;1;0;0;0;0;0;1;0;0;1;0;1;2;2025-01-16 22:52:15;Tatiana Dib  Tatiana.dib.hsj@ssss.gouv.qc.ca;1;2
70;;2025-01-16 22:33:48;1;2;4;13;0;0;0;0;0;1;Prive autonome;0;0;0;0;0;1;2;0;0;0;0;0;0;4;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;;;0;0;0;0;0;0;0;;;;0;2025-01-16 22:38:33;2;2;2;3;1;3;3;3;5;4;5;3;;2;3;1;0;0;1;1;0;1;0;0;1;0;0;0;0;0;2;2025-01-16 22:41:03;3;2;0;0;0;0;0;0;0;0;0;0;3;1;1;1;0;1;0;0;0;1;1;1;0;0;1;0;0;1;0;1;1;1;0;1;0;1;2;2025-01-16 22:41:56;Alexandria Carlucci  Alexandria.carlucci@hotmail.com  514-952-3870;1;2
71;;2025-01-17 08:20:38;1;1;2;6;0;0;0;1;0;0;;1;1;1;1;0;1;1;0;0;1;0;0;0;3;1;2;2025-01-17 08:34:07;2;;;;2;;;;1;N/A;2;2;2;;;;2;;;;3;;;;;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;3;;;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;1;;;;;3;;;;;individuelle car plus simple pour aider les jeunes avec déficit moteur ;;2;0;0;0;0;0;0;0;4;;;;;3;;;;;3;;;;;6;;;;;12;;;;;;2;0;0;0;0;0;1;3;0;0;1;0;0;0;0;0;0;0;1;0;1;1;0;1;1;0;0;1;0;0;0;0;1;0;0;2;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;;3;0;0;1;0;0;;3;0;1;0;0;1;0;0;;2;3;2;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2025-01-17 08:42:46;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;0;0;1;0;1;0;0;1;0;0;0;0;0;0;1;1;1;1;0;0;2;2;2025-01-17 08:43:07;;2;2
72;;2025-01-17 09:34:22;1;4;5;6;0;0;1;0;0;0;;0;0;1;0;0;1;1;1;1;1;0;1;0;4;1;2;2025-01-17 09:40:54;2;;;;2;;;;1;apple;3;2;2;;;;2;;;;2;3;;;;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;;;;;3;;;;;individuel car utiliser pour des enfants avec des difficultsé motrices importantes;;1;0;1;0;0;0;0;0;3;;;;;3;;;;;3;;;;;6;;;;;9;;;;;;1;0;0;1;0;0;1;1;0;0;1;0;0;0;0;1;0;0;1;0;1;1;0;1;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;;3;0;0;1;0;0;;2;0;0;0;0;0;0;0;;3;2;2;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2025-01-17 09:43:23;1;1;1;0;0;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;0;1;1;0;1;0;0;0;0;1;0;1;0;0;1;1;0;1;2;2025-01-17 09:43:47;marie-claude.cardinal.hsj@ssss.gouv.qc.ca;1;2
73;;2025-01-17 09:41:32;1;1;2;6;0;0;1;0;0;0;;1;0;0;1;1;0;1;1;1;1;0;1;0;4;1;2;2025-01-17 10:11:22;2;;;;2;;;;2;;;;2;;;;2;;;;4;3;;;;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;;;;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;1;1;;;2;5;3;;;Je préfère utiliser ces technologies en contexte individuel, car la gestion du matériel est plus facile. Aussi, dans mon contexte de pratique, je ne fais pas de thérapie de groupe. ;;1;1;0;0;1;0;0;0;5;5;3;;;2;5;3;;;2;2;2;5;3;1;2;4;6;9;6;13;5;5;12;;1;0;1;1;0;0;1;1;0;1;0;0;0;0;0;0;0;1;1;1;1;1;0;1;1;0;1;0;0;0;0;1;1;0;1;2;0;1;1;0;1;0;0;0;0;0;0;0;0;0;1;Entretien du matériel technologique en cas de dysfonctionnement ou de bris.;3;0;1;1;0;1;;1;0;1;0;0;1;0;0;;3;1;2;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2025-01-17 10:14:52;1;1;1;1;0;1;1;1;1;0;0;0;1;1;1;1;0;1;1;0;1;1;0;0;1;1;0;0;0;0;0;0;1;0;0;1;0;1;2;2025-01-17 10:16:04;Mariette ABOU SEIF, mariette.abou-seif.hsj@ssss.gouv.qc.ca;1;2
74;;2025-01-17 10:04:20;1;2;3;6;0;0;1;1;0;0;;1;0;1;1;1;1;1;0;0;1;0;0;0;4;1;2;2025-01-17 10:19:28;2;;;;2;;;;1;Ipad;4;3;2;;;;2;;;;3;;;;;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;1;;;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;1;;;;;3;;;;;Jamais utilisé en contexte de groupe. ;;2;0;0;0;0;0;0;0;2;;;;;3;;;;;3;3;;;;14;8;;;;9;;;;;;1;0;0;1;0;0;1;1;0;0;1;0;0;0;0;1;0;0;1;1;0;0;0;1;1;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;;2;0;0;1;0;0;;1;0;1;0;0;0;0;0;;3;3;2;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2025-01-17 10:21:57;1;1;1;1;1;1;1;1;1;1;1;1;2;1;0;1;1;0;0;1;1;1;1;1;1;0;1;0;0;1;0;1;1;0;1;1;0;1;2;2025-01-17 10:22:15;Myriam Massicotte 514-374-1710 #8890;2;2
75;;2025-01-17 11:36:31;1;1;2;6;0;0;0;1;0;0;;1;1;1;1;1;1;1;0;0;1;0;0;0;4;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;;;0;0;0;0;0;0;0;;;;0;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0
77;;2025-01-21 12:42:58;1;2;2;6;0;0;1;0;0;0;;0;0;0;0;0;1;1;0;0;1;0;0;0;3;1;2;2025-01-21 12:51:16;2;;;;2;;;;1;;4;2;2;;;;2;;;;3;2;;;;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;;;;;3;;;;;;;2;0;0;0;0;0;0;0;1;;;;;3;;;;;3;;;;;14;;;;;;;;;;;1;0;0;1;0;0;3;3;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;1;0;0;1;0;0;0;0;1;0;0;2;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;;2;0;0;0;0;0;;1;0;1;0;1;1;0;0;;2;2;2;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2025-01-21 12:54:49;1;3;0;0;0;0;0;0;0;0;0;0;3;0;1;0;1;1;1;0;0;1;0;1;0;0;0;0;0;1;0;1;0;1;0;0;0;1;2;2025-01-21 12:55:24;Alessandra Hamelin  alessandra.hamelin.hsj@ssss.gouv.qc.ca;1;2
78;;2025-01-22 12:23:06;1;3;5;6;0;0;1;0;0;0;;0;0;0;0;0;1;1;0;0;1;0;0;0;3;1;2;2025-01-22 12:28:42;2;;;;2;;;;1;Apple;4;1;2;;;;2;;;;2;3;;;;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;;;;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;;;;;3;;;;;individuelle;;1;0;0;0;0;0;0;0;2;;;;;3;;;;;3;;;;;14;;;;;9;;;;;;2;0;0;0;0;0;1;1;0;0;1;0;0;0;0;1;0;0;;0;1;0;0;1;1;0;0;1;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;3;0;0;1;0;0;;1;0;0;0;0;1;0;0;;3;3;2;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2025-01-22 12:32:56;1;3;0;0;1;0;0;0;0;0;0;0;2;1;1;1;0;1;1;0;0;1;0;1;1;0;0;0;0;0;0;1;0;1;0;0;0;1;2;2025-01-22 12:33:45;Karine Brais, karine.brais.hsj@ssss.gouv.qc.ca  514-813-0081;2;2
79;;2025-01-24 20:47:28;1;1;2;6;0;0;1;0;0;0;;1;0;0;1;0;0;1;1;1;1;0;1;0;4;1;2;2025-01-24 20:57:55;2;;;;2;;;;2;;;;2;;;;1;Armeo;3;2;4;3;;;;1;1;1;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;;;;1;1;1;0;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;;;;;5;;;;;Individuelle, plus en mesure de cibler les besoins personnels du jeune.;;2;0;0;0;0;0;0;0;3;;;;;5;;;;;5;1;;;;5;11;;;;6;12;;;;;1;0;1;0;0;0;1;1;0;1;0;0;1;1;1;1;0;1;1;1;1;1;0;1;1;1;1;0;0;0;1;1;0;0;0;3;1;0;0;0;0;0;1;0;1;0;1;1;0;0;0;;2;1;0;0;0;0;;2;0;0;0;0;0;0;0;;3;2;2;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2025-01-24 21:00:09;1;1;1;1;0;0;1;1;1;0;0;0;2;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;2;2025-01-24 21:00:34;Delphine, Dion, delphinedion@hotmail.com, 514-715-5493;2;2
80;;2025-01-27 09:19:50;1;1;2;6;1;0;0;0;0;0;;0;0;0;0;0;1;2;0;0;0;0;0;0;3;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;;;0;0;0;0;0;0;0;;;;0;2025-01-27 09:21:53;1;2;2;1;1;2;2;4;5;4;3;1;;2;3;1;1;0;1;1;1;0;0;0;1;0;1;0;0;0;2;2025-01-27 09:24:11;1;3;1;1;1;1;1;0;0;0;0;0;3;0;1;1;0;1;1;0;0;1;1;1;1;0;0;0;0;1;0;1;1;1;1;1;0;1;2;2025-01-27 09:25:13;Asami Couture  asami.couture.hsj@ssss.gouv.qc.ca;1;2
